"route_id","route_short_name","route_type","route_url","agency_id","route_desc","route_color","route_text_color","route_long_name"
"15-409-E","E","0",,"19","Hauptbahnhof - Wallstadt Ost","9C9C9C","000000","(Heddesheim -) Wallstadt Ost – MA Käfertal Bf – Universitätsklinikum – Alte Feuerwache – Paradeplatz – MA Hauptbahnhof"
"15-472-E","E","0",,"19","Hauptbahnhof - Wallstadt Ost","9C9C9C","000000","(Heddesheim -) Wallstadt Ost – MA Käfertal Bf – Universitätsklinikum – Alte Feuerwache – Paradeplatz – MA Hauptbahnhof"
"21-2-21","21","0",,"19","Bismarckplatz - Hans-Thoma-Platz","E30613","FFFFFF","Neuenheim Technologiepark - Handschuhsheim Hans-Thoma-Platz"
"21-1-21","21","0",,"19","Bismarckplatz - Hans-Thoma-Platz","E30613","FFFFFF","Neuenheim Technologiepark - Handschuhsheim Hans-Thoma-Platz"
"21-11-21","21","0",,"19","Bismarckplatz - Hans-Thoma-Platz","E30613","FFFFFF","Neuenheim Technologiepark - Handschuhsheim Hans-Thoma-Platz"
"21-12-21","21","0",,"19","Bismarckplatz - Hans-Thoma-Platz","E30613","FFFFFF","Neuenheim Technologiepark - Handschuhsheim Hans-Thoma-Platz"
"21-21-21","21","0",,"19","Bismarckplatz - Hans-Thoma-Platz","E30613","FFFFFF","Neuenheim Technologiepark - Handschuhsheim Hans-Thoma-Platz"
"24-111-24","24","0",,"19","Handschuhsheim - Rohrbach Süd","8D2176","FFFFFF","Rohrbach Süd - HD Hbf - Technologiepark - HD Handschuhsheim - Dossenheim - Schriesheim"
"24-302-24E","24E","0",,"19","Handschuhsheim - Rohrbach Süd","9D9D9C","000000","Rohrbach Süd - HD Hbf - Technologiepark - HD Handschuhsheim - Dossenheim - Schriesheim"
"21-22-21","21","0",,"19","Bismarckplatz - Hans-Thoma-Platz","E30613","FFFFFF","Neuenheim Technologiepark - Handschuhsheim Hans-Thoma-Platz"
"24-304-24E","24E","0",,"19","Handschuhsheim - Rohrbach Süd","9D9D9C","000000","Rohrbach Süd - HD Hbf - Technologiepark - HD Handschuhsheim - Dossenheim - Schriesheim"
"23-451-E","E","0",,"19","Handschuhsheim - Leimen","9C9C9C","000000","HD Handschuhsheim - HD Bismarckplatz - HD Rohrbach - Leimen"
"23-151-23","23","0",,"19","Handschuhsheim - Leimen","E48F00","000000","HD Handschuhsheim - HD Bismarckplatz - HD Rohrbach - Leimen"
"23-2-23","23","0",,"19","Handschuhsheim - Leimen","E48F00","000000","HD Handschuhsheim - HD Bismarckplatz - HD Rohrbach - Leimen"
"22-2-22","22","0",,"19","Bismarckplatz - Eppelheim","FDC300","000000","Eppelheim, Kirchheimer Straße - Heidelberg, Bismarckplatz"
"22-1-22","22","0",,"19","Bismarckplatz - Eppelheim","FDC300","000000","Eppelheim, Kirchheimer Straße - Heidelberg, Bismarckplatz"
"23-1-23","23","0",,"19","Handschuhsheim - Leimen","E48F00","000000","HD Handschuhsheim - HD Bismarckplatz - HD Rohrbach - Leimen"
"22-101-22","22","0",,"19","Bismarckplatz - Eppelheim","FDC300","000000","Eppelheim, Kirchheimer Straße - Heidelberg, Bismarckplatz"
"22-102-22","22","0",,"19","Bismarckplatz - Eppelheim","FDC300","000000","Eppelheim, Kirchheimer Straße - Heidelberg, Bismarckplatz"
"23-152-23","23","0",,"19","Handschuhsheim - Leimen","E48F00","000000","HD Handschuhsheim - HD Bismarckplatz - HD Rohrbach - Leimen"
"23-452-E","E","0",,"19","Handschuhsheim - Leimen","9C9C9C","000000","HD Handschuhsheim - HD Bismarckplatz - HD Rohrbach - Leimen"
"26-111-26","26","0",,"19","Bismarckplatz - Kirchheim","F39B9B","000000","HD Bismarckplatz - Messplatz - Kirchheim"
"26-2-26","26","0",,"19","Bismarckplatz - Kirchheim","F39B9B","000000","HD Bismarckplatz - Messplatz - Kirchheim"
"24-1-24","24","0",,"19","Handschuhsheim - Rohrbach Süd","8D2176","FFFFFF","Rohrbach Süd - HD Hbf - Technologiepark - HD Handschuhsheim - Dossenheim - Schriesheim"
"24-2-24","24","0",,"19","Handschuhsheim - Rohrbach Süd","8D2176","FFFFFF","Rohrbach Süd - HD Hbf - Technologiepark - HD Handschuhsheim - Dossenheim - Schriesheim"
